Order ID,Customer ID,Product ID,Sales,Profit,Quantity,Discount,date_key
CA-2016-103730,SC-20725,OFF-ST-10000777,226.56,63.4368,6,0.0,20160612
CA-2016-103730,SC-20725,OFF-EN-10002500,115.02,51.759,9,0.0,20160612
CA-2016-103730,SC-20725,TEC-PH-10003875,68.04,19.7316,7,0.0,20160612
US-2014-152030,AD-10180,FUR-CH-10004063,600.558,-8.5794,3,0.3,20141226
US-2014-134614,PF-19165,FUR-TA-10004534,617.7,-407.682,6,0.5,20140920
US-2017-107272,TS-21610,OFF-BI-10003274,2.388,-1.8308,2,0.7,20171105
US-2017-107272,TS-21610,OFF-ST-10002974,243.992,30.499,7,0.2,20171105
US-2016-125969,LS-16975,FUR-CH-10001146,81.424,-9.1602,2,0.2,20161106
US-2016-125969,LS-16975,FUR-FU-10003773,238.56,26.2416,3,0.0,20161106
US-2017-164147,DW-13585,TEC-PH-10002293,59.97,-11.994,5,0.4,20170202
US-2017-164147,DW-13585,OFF-PA-10002377,78.304,29.364,2,0.2,20170202
US-2017-164147,DW-13585,OFF-FA-10002780,21.456,6.9732,9,0.2,20170202
CA-2016-145583,LC-16885,OFF-PA-10001804,20.04,9.6192,3,0.0,20161013
CA-2016-145583,LC-16885,OFF-PA-10001736,35.44,16.6568,1,0.0,20161013
CA-2016-145583,LC-16885,OFF-AR-10001149,11.52,3.456,4,0.0,20161013
CA-2016-145583,LC-16885,OFF-FA-10002988,4.02,1.9698,2,0.0,20161013
CA-2016-145583,LC-16885,OFF-BI-10004781,76.176,26.6616,3,0.2,20161013
CA-2016-145583,LC-16885,OFF-SU-10001218,65.88,18.4464,6,0.0,20161013
CA-2016-145583,LC-16885,FUR-FU-10001706,43.12,20.6976,14,0.0,20161013
CA-2016-110366,JD-15895,FUR-FU-10004848,82.8,10.35,2,0.2,20160905
CA-2017-106180,SH-19975,OFF-AR-10000940,8.82,2.3814,3,0.0,20170918
CA-2017-106180,SH-19975,OFF-EN-10004030,10.86,5.1042,3,0.0,20170918
CA-2017-106180,SH-19975,OFF-PA-10004327,143.7,68.976,3,0.0,20170918
CA-2017-155376,SG-20080,OFF-AP-10001058,839.43,218.2518,3,0.0,20171222
CA-2015-110744,HA-14920,OFF-ST-10003656,671.93,20.1579,7,0.0,20150907
CA-2014-110072,MG-17680,FUR-FU-10000521,93.888,12.9096,4,0.2,20141022
CA-2016-114489,JE-16165,TEC-PH-10000215,384.45,103.8015,11,0.0,20161205
CA-2016-114489,JE-16165,TEC-PH-10001448,149.97,5.9988,3,0.0,20161205
CA-2016-114489,JE-16165,FUR-CH-10000454,1951.84,585.552,8,0.0,20161205
CA-2016-114489,JE-16165,OFF-BI-10002735,171.55,80.6285,5,0.0,20161205
CA-2016-158834,TW-21025,OFF-AP-10000326,157.92,17.766,5,0.2,20160313
CA-2016-158834,TW-21025,TEC-PH-10001254,203.184,15.2388,2,0.2,20160313
CA-2015-124919,SP-20650,OFF-PA-10001950,58.38,26.271,7,0.0,20150531
CA-2015-124919,SP-20650,OFF-PA-10002254,105.52,48.5392,4,0.0,20150531
CA-2015-124919,SP-20650,OFF-ST-10001590,80.88,21.0288,6,0.0,20150531
CA-2015-118948,NK-18490,OFF-AR-10001547,6.63,1.7901,3,0.0,20150528
CA-2014-104269,DB-13060,FUR-CH-10004063,457.568,51.4764,2,0.2,20140301
CA-2016-114104,NP-18670,OFF-LA-10002475,14.62,6.8714,2,0.0,20161120
CA-2016-114104,NP-18670,TEC-PH-10004536,944.93,236.2325,7,0.0,20161120
CA-2016-162733,TT-21070,OFF-PA-10002751,5.98,2.691,1,0.0,20160511
CA-2015-119697,EM-13960,TEC-AC-10003657,54.384,1.3596,2,0.2,20151228
CA-2016-154508,RD-19900,OFF-EN-10001990,28.4,13.348,5,0.0,20161116
CA-2016-113817,MJ-17740,OFF-BI-10004002,27.68,9.688,2,0.2,20161107
CA-2014-139892,BM-11140,OFF-AR-10004441,9.936,2.7324,3,0.2,20140908
CA-2014-139892,BM-11140,TEC-MA-10000822,8159.952,-1359.992,8,0.4,20140908
CA-2014-139892,BM-11140,OFF-ST-10000991,275.928,-58.6347,3,0.2,20140908
CA-2014-139892,BM-11140,FUR-CH-10004287,1740.06,-24.858,9,0.3,20140908
CA-2014-139892,BM-11140,OFF-AR-10002656,32.064,6.8136,6,0.2,20140908
CA-2014-139892,BM-11140,OFF-AP-10002518,177.98,-453.849,5,0.8,20140908
CA-2014-139892,BM-11140,TEC-PH-10003931,143.976,8.9985,3,0.2,20140908
CA-2014-118962,CS-12130,OFF-PA-10000659,20.94,9.8418,3,0.0,20140805
CA-2014-118962,CS-12130,OFF-PA-10001144,110.96,53.2608,2,0.0,20140805
CA-2014-118962,CS-12130,FUR-CH-10003817,340.144,21.259,7,0.2,20140805
US-2014-100853,JB-15400,OFF-AP-10000891,52.448,-131.12,2,0.8,20140914
US-2014-100853,JB-15400,OFF-LA-10003148,20.16,6.552,4,0.2,20140914
US-2017-152366,SJ-20500,OFF-AP-10002684,97.264,-243.16,4,0.8,20170421
US-2015-101511,JE-15745,FUR-CH-10004698,396.802,-11.3372,7,0.3,20151121
US-2015-101511,JE-15745,OFF-SU-10002189,15.88,-3.7715,5,0.2,20151121
CA-2015-137225,JK-15640,OFF-AR-10001940,3.28,1.4104,1,0.0,20151215
CA-2014-166191,DK-13150,OFF-ST-10003455,24.816,1.8612,2,0.2,20141205
CA-2014-166191,DK-13150,TEC-AC-10004659,408.744,76.6395,7,0.2,20141205
CA-2014-158274,RM-19675,TEC-PH-10003273,503.96,131.0296,4,0.0,20141119
CA-2014-158274,RM-19675,TEC-PH-10004896,149.95,41.986,5,0.0,20141119
CA-2014-158274,RM-19675,TEC-AC-10002345,29.0,7.25,2,0.0,20141119
CA-2016-105018,SK-19990,OFF-BI-10001890,7.16,3.4368,2,0.0,20161128
CA-2014-123260,FM-14290,TEC-AC-10002323,176.8,22.984,8,0.0,20140826
CA-2016-157000,AM-10360,OFF-ST-10001328,37.224,3.7224,3,0.2,20160716
CA-2016-157000,AM-10360,OFF-PA-10001950,20.016,6.255,3,0.2,20160716
CA-2015-102281,MP-17470,FUR-BO-10002613,899.136,112.392,4,0.2,20151012
CA-2015-102281,MP-17470,TEC-PH-10001552,71.76,20.0928,6,0.0,20151012
CA-2015-102281,MP-17470,OFF-PA-10000061,51.84,24.8832,8,0.0,20151012
CA-2015-102281,MP-17470,FUR-BO-10002545,626.352,46.9764,3,0.2,20151012
CA-2015-102281,MP-17470,OFF-AR-10003514,19.9,6.567,5,0.0,20151012
CA-2015-131457,MZ-17515,OFF-EN-10001509,14.28,6.7116,7,0.0,20151031
CA-2014-140004,CB-12025,OFF-AR-10004685,7.408,1.2038,2,0.2,20140321
CA-2014-140004,CB-12025,OFF-AR-10004027,6.048,1.5876,3,0.2,20140321
CA-2017-107720,VM-21685,OFF-ST-10001414,46.26,12.0276,3,0.0,20171106
US-2017-124303,FH-14365,OFF-BI-10000343,2.946,-2.2586,2,0.7,20170706
US-2017-124303,FH-14365,OFF-PA-10002749,16.056,5.8203,3,0.2,20170706
CA-2017-105074,MB-17305,OFF-PA-10002666,21.744,6.795,3,0.2,20170624
CA-2014-133690,BS-11755,FUR-TA-10004289,218.75,-161.875,2,0.5,20140803
CA-2014-133690,BS-11755,OFF-AP-10003622,2.6,0.2925,1,0.2,20140803
US-2017-116701,LC-17140,OFF-AP-10003217,66.284,-178.9668,2,0.8,20171217
CA-2017-126382,HK-14890,FUR-FU-10002960,35.168,9.6712,7,0.2,20170603
CA-2017-108329,LE-16810,TEC-PH-10001918,444.768,44.4768,4,0.2,20171209
CA-2017-135860,JH-15985,OFF-ST-10000642,83.92,5.8744,4,0.0,20171201
CA-2017-135860,JH-15985,TEC-PH-10001700,131.98,35.6346,2,0.0,20171201
CA-2017-135860,JH-15985,OFF-BI-10003274,15.92,7.4824,4,0.0,20171201
CA-2017-135860,JH-15985,OFF-FA-10000134,52.29,16.2099,9,0.0,20171201
CA-2017-135860,JH-15985,OFF-ST-10001522,91.99,3.6796,1,0.0,20171201
CA-2015-101007,MS-17980,TEC-AC-10001266,20.8,6.5,2,0.2,20150209
CA-2015-146262,VW-21775,OFF-LA-10004544,23.68,8.88,2,0.2,20150102
CA-2015-146262,VW-21775,FUR-BO-10004695,452.45,-244.323,5,0.5,20150102
CA-2015-146262,VW-21775,TEC-PH-10002844,62.982,-14.6958,3,0.4,20150102
CA-2015-146262,VW-21775,TEC-MA-10000864,1188.0,-950.4,9,0.7,20150102
CA-2015-146262,VW-21775,TEC-AC-10000109,89.584,4.4792,2,0.2,20150102
CA-2016-130162,JH-15910,OFF-ST-10001328,93.06,26.0568,6,0.0,20161028
CA-2016-130162,JH-15910,TEC-PH-10002563,302.376,22.6782,3,0.2,20161028
CA-2015-169397,JB-15925,OFF-FA-10000585,5.584,1.8148,2,0.2,20151224
CA-2015-169397,JB-15925,OFF-PA-10004000,22.704,8.2302,6,0.2,20151224
CA-2015-169397,JB-15925,OFF-BI-10002852,19.776,-13.8432,4,0.7,20151224
CA-2015-169397,JB-15925,FUR-FU-10000087,72.704,19.0848,4,0.2,20151224
CA-2015-169397,JB-15925,TEC-MA-10001148,479.988,-383.9904,4,0.7,20151224
CA-2015-169397,JB-15925,OFF-AR-10001958,27.168,2.7168,2,0.2,20151224
CA-2015-163055,DS-13180,OFF-AR-10001026,2.2,0.968,1,0.0,20150809
CA-2015-163055,DS-13180,FUR-TA-10003748,622.45,136.939,5,0.0,20150809
CA-2015-163055,DS-13180,OFF-ST-10002485,21.98,0.2198,1,0.0,20150809
US-2015-145436,VD-21670,FUR-CH-10004860,161.568,-28.2744,2,0.2,20150228
US-2015-145436,VD-21670,FUR-CH-10004477,389.696,43.8408,8,0.2,20150228
US-2014-156216,EA-14035,OFF-BI-10001679,18.648,-12.432,7,0.7,20140913
US-2017-100930,CS-12400,FUR-TA-10001705,233.86,-102.048,2,0.45,20170407
US-2017-100930,CS-12400,FUR-TA-10003473,620.6145,-248.2458,3,0.45,20170407
US-2017-100930,CS-12400,OFF-BI-10001679,5.328,-3.552,2,0.7,20170407
US-2017-100930,CS-12400,FUR-FU-10004017,258.072,0.0,3,0.2,20170407
US-2017-100930,CS-12400,TEC-AC-10003832,617.976,-7.7247,3,0.2,20170407
CA-2017-160514,DB-13120,OFF-PA-10002479,10.56,4.752,2,0.0,20171112
CA-2016-157749,KL-16645,OFF-PA-10003349,25.92,9.396,5,0.2,20160604
CA-2016-157749,KL-16645,FUR-FU-10000576,419.68,-356.728,5,0.6,20160604
CA-2016-157749,KL-16645,FUR-FU-10004351,11.688,-4.6752,3,0.6,20160604
CA-2016-157749,KL-16645,TEC-PH-10000011,31.984,11.1944,2,0.2,20160604
CA-2016-157749,KL-16645,FUR-TA-10002607,177.225,-120.513,5,0.5,20160604
CA-2016-157749,KL-16645,FUR-FU-10002505,4.044,-2.8308,3,0.6,20160604
CA-2016-157749,KL-16645,OFF-AR-10004685,7.408,1.2038,2,0.2,20160604
CA-2014-131926,DW-13480,FUR-CH-10004063,2001.86,580.5394,7,0.0,20140601
CA-2014-131926,DW-13480,OFF-ST-10002276,166.72,41.68,2,0.0,20140601
CA-2014-131926,DW-13480,OFF-PA-10004082,47.88,23.94,6,0.0,20140601
CA-2014-131926,DW-13480,OFF-AP-10002945,1503.25,496.0725,5,0.0,20140601
CA-2014-131926,DW-13480,OFF-PA-10000061,25.92,12.4416,4,0.0,20140601
CA-2016-154739,LH-17155,FUR-CH-10002965,321.568,28.1372,2,0.2,20161210
CA-2016-145625,KC-16540,OFF-PA-10004569,7.61,3.5767,1,0.0,20160911
CA-2016-145625,KC-16540,TEC-AC-10003832,3347.37,636.0003,13,0.0,20160911
CA-2016-146941,DL-13315,OFF-ST-10001228,80.58,22.5624,6,0.0,20161210
CA-2016-146941,DL-13315,OFF-EN-10003296,361.92,162.864,4,0.0,20161210
US-2015-159982,DR-12880,FUR-FU-10002505,12.132,-8.4924,9,0.6,20151128
US-2015-159982,DR-12880,OFF-ST-10004804,82.368,-19.5624,2,0.2,20151128
US-2015-159982,DR-12880,OFF-ST-10001590,53.92,4.044,5,0.2,20151128
US-2015-159982,DR-12880,TEC-PH-10001580,647.904,56.6916,6,0.2,20151128
CA-2017-163139,CC-12670,TEC-AC-10000290,20.37,6.9258,3,0.0,20171201
CA-2017-163139,CC-12670,OFF-ST-10002790,221.55,6.6465,3,0.0,20171201
CA-2017-163139,CC-12670,OFF-BI-10003460,17.52,6.132,5,0.2,20171201
US-2017-155299,Dl-13600,OFF-AP-10002203,1.624,-4.466,2,0.8,20170608
US-2014-106992,SB-20290,TEC-MA-10000822,3059.982,-509.997,3,0.4,20140919
US-2014-106992,SB-20290,TEC-MA-10003353,2519.958,-251.9958,7,0.4,20140919
CA-2016-125318,RC-19825,TEC-PH-10001433,328.224,28.7196,4,0.2,20160606
CA-2015-155040,AH-10210,TEC-AC-10004469,79.9,35.156,2,0.0,20151110
CA-2017-136826,CB-12535,OFF-AR-10003602,14.016,4.7304,3,0.2,20170616
CA-2016-111010,PG-18895,OFF-FA-10003472,7.56,0.3024,6,0.0,20160122
US-2017-145366,CA-12310,OFF-ST-10004180,37.208,-7.4416,1,0.2,20171209
US-2017-145366,CA-12310,OFF-EN-10004386,57.576,21.591,3,0.2,20171209
CA-2017-163979,KH-16690,OFF-ST-10003208,725.84,210.4936,4,0.0,20171228
CA-2015-155334,HA-14920,TEC-AC-10003628,209.93,92.3692,7,0.0,20150730
CA-2015-155334,HA-14920,FUR-FU-10003274,5.28,2.3232,3,0.0,20150730
CA-2015-155334,HA-14920,OFF-BI-10002557,10.92,4.095,3,0.2,20150730
CA-2017-118136,BB-10990,OFF-PA-10002615,8.82,4.0572,2,0.0,20170916
CA-2017-118136,BB-10990,OFF-AR-10001427,5.98,1.5548,1,0.0,20170916
CA-2017-132976,AG-10495,OFF-PA-10000673,11.648,4.0768,2,0.2,20171013
CA-2017-132976,AG-10495,OFF-PA-10004470,18.176,5.9072,4,0.2,20171013
CA-2017-132976,AG-10495,OFF-ST-10000876,59.712,5.9712,6,0.2,20171013
CA-2017-132976,AG-10495,OFF-LA-10002043,24.84,8.694,3,0.2,20171013
US-2015-161991,SC-20725,OFF-BI-10004967,2.08,-3.432,5,0.8,20150926
US-2015-161991,SC-20725,TEC-PH-10001760,1114.4,376.11,7,0.2,20150926
CA-2015-130890,JO-15280,FUR-TA-10002903,1038.84,51.942,5,0.2,20151102
CA-2015-130883,TB-21520,OFF-PA-10000474,141.76,47.844,5,0.2,20150926
CA-2015-130883,TB-21520,TEC-AC-10001956,239.8,47.96,5,0.2,20150926
CA-2015-130883,TB-21520,OFF-PA-10004100,31.104,10.8864,6,0.2,20150926
CA-2016-112697,AH-10195,OFF-BI-10000778,254.058,-169.372,7,0.7,20161218
CA-2016-112697,AH-10195,OFF-AP-10002684,194.528,24.316,2,0.2,20161218
CA-2016-112697,AH-10195,OFF-SU-10000646,961.48,-204.3145,5,0.2,20161218
CA-2016-110772,NZ-18565,OFF-FA-10002983,19.096,6.6836,7,0.2,20161120
CA-2016-110772,NZ-18565,OFF-LA-10004689,18.496,6.2424,8,0.2,20161120
CA-2016-110772,NZ-18565,TEC-AC-10002001,255.984,54.3966,2,0.2,20161120
CA-2016-110772,NZ-18565,FUR-BO-10004709,86.97,-48.7032,3,0.5,20161120
CA-2014-111451,KL-16555,FUR-FU-10004091,300.416,78.8592,8,0.2,20141226
CA-2014-111451,KL-16555,FUR-CH-10001891,230.352,20.1558,3,0.2,20141226
CA-2014-111451,KL-16555,FUR-FU-10002918,218.352,-24.5646,3,0.2,20141226
CA-2014-111451,KL-16555,OFF-BI-10004593,78.6,-62.88,5,0.7,20141226
CA-2014-111451,KL-16555,OFF-FA-10004854,27.552,9.2988,3,0.2,20141226
CA-2016-142545,JD-15895,OFF-PA-10002105,32.4,15.552,5,0.0,20161028
CA-2016-142545,JD-15895,OFF-ST-10002756,1082.48,10.8248,8,0.0,20161028
CA-2016-142545,JD-15895,OFF-PA-10004243,56.91,27.3168,3,0.0,20161028
CA-2016-142545,JD-15895,FUR-FU-10001861,77.6,38.024,4,0.0,20161028
CA-2016-142545,JD-15895,OFF-BI-10002706,14.28,6.5688,1,0.0,20161028
US-2017-152380,JH-15910,FUR-TA-10002533,219.075,-131.445,3,0.5,20171119
CA-2015-144253,AS-10225,FUR-FU-10002671,26.8,12.864,2,0.0,20150504
CA-2014-130960,KB-16600,OFF-AR-10003651,9.84,2.8536,3,0.0,20141230
CA-2014-111003,CR-12625,OFF-BI-10001072,45.48,20.9208,3,0.0,20140601
CA-2014-111003,CR-12625,OFF-AR-10002135,289.2,83.868,6,0.0,20140601
CA-2017-126774,SH-20395,OFF-AR-10002804,4.89,2.0049,1,0.0,20170415
CA-2016-142902,BP-11185,FUR-FU-10001918,15.136,3.5948,4,0.2,20160912
